album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
керамогранит,47,52,Исполнительная схема монтажа керамогранита НВФ в/о 5-6/И-Е и 5-7/И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС керамогранита на фасаде в_о 5-7_Е-И. Узлы.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1oTDGGBorsO4ihGeVPVtQRZozGLi9GVWa/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,"НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,69,69,047__ИС керамогранита на фасаде в_о 5-7_Е-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1oTDGGBorsO4ihGeVPVtQRZozGLi9GVWa_ИС керамогранита на фасаде в_о 5-7_Е-И. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 5-7_Е-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1oTDGGBorsO4ihGeVPVtQRZozGLi9GVWa"", ""sha256"": ""612dbd9ad12cf43676e8a6e4690079c66656322f1fe4be66942a695003538625"", ""page_count"": 1}]",
керамогранит,48,53,Исполнительная схема цветого решения НВФ в/о 5-6/И-Е и 5-7/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС цветового решения фасада в_о 5-7_Е-И.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1UkcpQDTm_FOoPaOE_Yp4hCSGyD7p228D/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,70,71,048_00_PLACEHOLDER.pdf | 048__ИС цветового решения фасада в_о 5-7_Е-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1UkcpQDTm_FOoPaOE_Yp4hCSGyD7p228D_ИС цветового решения фасада в_о 5-7_Е-И.pdf"", ""label"": ""ИС цветового решения фасада в_о 5-7_Е-И.pdf"", ""pages"": [], ""drive_id"": ""1UkcpQDTm_FOoPaOE_Yp4hCSGyD7p228D"", ""sha256"": ""4d42a6a83486e0341696986dad5735a9f9b74cf260719401c59f5904389410bc"", ""page_count"": 1}]",
керамогранит,49,54,Исполнительная схема монтажа керамогранита НВФ в/о 7/В-И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 7_В-И.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1ADPkREprLfrdgxn9Giyinu4DMbWgxXdm/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,72,72,049__ИС керамогранита на фасаде в_о 7_В-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ADPkREprLfrdgxn9Giyinu4DMbWgxXdm_ИС керамогранита на фасаде в_о 7_В-И.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 7_В-И.pdf"", ""pages"": [], ""drive_id"": ""1ADPkREprLfrdgxn9Giyinu4DMbWgxXdm"", ""sha256"": ""51fbdad09065ee8c379e93722cea510e087d856c21875879979197b1205251fb"", ""page_count"": 1}]",
керамогранит,50,55,Исполнительная схема монтажа керамогранита НВФ в/о 7/В-И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 7_В-И. Узлы.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1kMUA4pyBe9mPT79o0c3sIJThh-zgjR2H/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,73,73,050__ИС керамогранита на фасаде в_о 7_В-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1kMUA4pyBe9mPT79o0c3sIJThh-zgjR2H_ИС керамогранита на фасаде в_о 7_В-И. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 7_В-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1kMUA4pyBe9mPT79o0c3sIJThh-zgjR2H"", ""sha256"": ""8d18581f61e40a94cfba2f38c56088846f02f86d8bdb7ec9ca1fe0be76bac54c"", ""page_count"": 1}]",
керамогранит,51,56,Исполнительная схема цветового решения НВФ в/о 7/В-И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения фасада в_о 7_В-И.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1YPZK1-qkZpw972ZK1XPXRsny21jrEez8/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,74,74,051__ИС цветового решения фасада в_о 7_В-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1YPZK1-qkZpw972ZK1XPXRsny21jrEez8_ИС цветового решения фасада в_о 7_В-И.pdf"", ""label"": ""ИС цветового решения фасада в_о 7_В-И.pdf"", ""pages"": [], ""drive_id"": ""1YPZK1-qkZpw972ZK1XPXRsny21jrEez8"", ""sha256"": ""8316e8a0ac4d9e9b6ceee1a74b15de38caae2ad34b8d6bc793834d6d83c732e6"", ""page_count"": 1}]",
керамогранит,52,57,Исполнительная схема монтажа керамогранита НВФ в/о 7-13/И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 7-13_И.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/1BwgLVYERVokB9rpRTlPdupntfmTIpB9w/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,75,75,052__ИС керамогранита на фасаде в_о 7-13_И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1BwgLVYERVokB9rpRTlPdupntfmTIpB9w_ИС керамогранита на фасаде в_о 7-13_И.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 7-13_И.pdf"", ""pages"": [], ""drive_id"": ""1BwgLVYERVokB9rpRTlPdupntfmTIpB9w"", ""sha256"": ""cb85290a7a274271603e5ef730b6c30dc9ff8b108d653dba87f98e026073d9d6"", ""page_count"": 1}]",
керамогранит,53,58,Исполнительная схема монтажа керамогранита НВФ в/о 7-13/И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 7-13_И. Узлы.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/1eA05vZAap9nT3BbtO5E97XxbLU0CAxod/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,76,76,053__ИС керамогранита на фасаде в_о 7-13_И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1eA05vZAap9nT3BbtO5E97XxbLU0CAxod_ИС керамогранита на фасаде в_о 7-13_И. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 7-13_И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1eA05vZAap9nT3BbtO5E97XxbLU0CAxod"", ""sha256"": ""cf67f7f48b707f46f8b270809a2d936495748cb1e13c70ab0ed7c5edab2c6eb6"", ""page_count"": 1}]",
керамогранит,54,59,Исполнительная схема цветового решения НВФ в/о 7-13/И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения фасада в_о 7-13_И.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/193N8ecFGd8o3gZOIUhCKtNDDBBEcz46M/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,77,77,054__ИС цветового решения фасада в_о 7-13_И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/193N8ecFGd8o3gZOIUhCKtNDDBBEcz46M_ИС цветового решения фасада в_о 7-13_И.pdf"", ""label"": ""ИС цветового решения фасада в_о 7-13_И.pdf"", ""pages"": [], ""drive_id"": ""193N8ecFGd8o3gZOIUhCKtNDDBBEcz46M"", ""sha256"": ""349976a52f0990803bae5b1382a31e59687d8e34e7a0f8410da8d2aad1668449"", ""page_count"": 1}]",
керамогранит,55,60,Исполнительная схема монтажа керамогранита НВФ в/о 12-15/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 12-15_В-А.pdf,Анохин / Фасад в осях 12-15_В-А,https://drive.google.com/file/d/1aBcYd1oBkGNmG_0RFeEOF3CwhBV7QN77/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,78,78,055__ИС керамогранита на фасаде в_о 12-15_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1aBcYd1oBkGNmG_0RFeEOF3CwhBV7QN77_ИС керамогранита на фасаде в_о 12-15_В-А.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 12-15_В-А.pdf"", ""pages"": [], ""drive_id"": ""1aBcYd1oBkGNmG_0RFeEOF3CwhBV7QN77"", ""sha256"": ""01cf8b206e065ea1c77daf3fc35adfe9f501b174ebca46f867dc712f01a47c82"", ""page_count"": 1}]",
керамогранит,56,61,Исполнительная схема монтажа керамогранита НВФ в/о 13-17/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС керамогранита на фасаде в_о 13-16_В-А.pdf; ИС керамогранита на фасаде в_о 15-17_В-А.pdf,Анохин / Фасад в осях 13-16_В-А; Анохин / Фасад в осях 15-17_В-А,https://drive.google.com/file/d/1aRuoHtbZS0Xc9bTGY5QvD2ernUdXx1B1/view?usp=drivesdk; https://drive.google.com/file/d/1tWVjErSWIY-lj-Shal0iJrFgsQE_5_2I/view?usp=drivesdk,Частичное совпадение: строка 13-17/В-А закрыта двумя найденными файлами 13-16/В-А и 15-17/В-А.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: строка 13-17/В-А закрыта двумя найденными файлами 13-16/В-А и 15-17/В-А.,79,81,056_00_PLACEHOLDER.pdf | 056_a_ИС керамогранита на фасаде в_о 13-16_В-А.pdf | 056_b_ИС керамогранита на фасаде в_о 15-17_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1aRuoHtbZS0Xc9bTGY5QvD2ernUdXx1B1_ИС керамогранита на фасаде в_о 13-16_В-А.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 13-16_В-А.pdf"", ""pages"": [], ""drive_id"": ""1aRuoHtbZS0Xc9bTGY5QvD2ernUdXx1B1"", ""sha256"": ""1e0feb2870b967a19925046a7455b2d9b3ace93083ca0adeb54d3e9c6ca63869"", ""page_count"": 1}, {""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1tWVjErSWIY-lj-Shal0iJrFgsQE_5_2I_ИС керамогранита на фасаде в_о 15-17_В-А.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 15-17_В-А.pdf"", ""pages"": [], ""drive_id"": ""1tWVjErSWIY-lj-Shal0iJrFgsQE_5_2I"", ""sha256"": ""539164591d5921cdb6c8a680816a6a1d8db7771425e084086ccc0d40eebb72f0"", ""page_count"": 1}]",
керамогранит,57,62,Исполнительная схема монтажа керамогранита НВФ в/о 12-17/В-А. Узлы ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 12-17_В-А  Узлы.pdf,Анохин / Фасад в осях 12-17_В-А,https://drive.google.com/file/d/18jXA-RLxzFUPB5pn1GJ1V3C5MxorpSHC/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,82,82,057__ИС керамогранита на фасаде в_о 12-17_В-А Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/18jXA-RLxzFUPB5pn1GJ1V3C5MxorpSHC_ИС керамогранита на фасаде в_о 12-17_В-А Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 12-17_В-А  Узлы.pdf"", ""pages"": [], ""drive_id"": ""18jXA-RLxzFUPB5pn1GJ1V3C5MxorpSHC"", ""sha256"": ""c23ffab68c6e0f057409c1f6b4939d2681e1f37675efb9546028c676fdea3e4f"", ""page_count"": 1}]",
керамогранит,58,63,Исполнительная схема цветового решения НВФ в/о 15-12/Б-В ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения НВФ в_о 15-12_Б-В.pdf,Анохин / Фасад в осях 15-12_Б-В,https://drive.google.com/file/d/1LIOtwVkMKqwGs8pRbLxDcxR8ZOubdqx7/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,83,83,058__ИС цветового решения НВФ в_о 15-12_Б-В.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1LIOtwVkMKqwGs8pRbLxDcxR8ZOubdqx7_ИС цветового решения НВФ в_о 15-12_Б-В.pdf"", ""label"": ""ИС цветового решения НВФ в_о 15-12_Б-В.pdf"", ""pages"": [], ""drive_id"": ""1LIOtwVkMKqwGs8pRbLxDcxR8ZOubdqx7"", ""sha256"": ""4333590e84bb109b964961dde11a04f6ee7ceb1076779ee91bcb3af2afe33a50"", ""page_count"": 1}]",
керамогранит,59,64,Исполнительная схема цветового решения НВФ в/о 13-17/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения НВФ в_о 13-17_В-А.pdf,Анохин / Фасад в осях 13-17_В-А,https://drive.google.com/file/d/1jIPoontiRM0VQ2vxQRPzyd9_XM25nWRt/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,84,84,059__ИС цветового решения НВФ в_о 13-17_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1jIPoontiRM0VQ2vxQRPzyd9_XM25nWRt_ИС цветового решения НВФ в_о 13-17_В-А.pdf"", ""label"": ""ИС цветового решения НВФ в_о 13-17_В-А.pdf"", ""pages"": [], ""drive_id"": ""1jIPoontiRM0VQ2vxQRPzyd9_XM25nWRt"", ""sha256"": ""da82827123a8cfd7f230efb6694004efb249e31e5e635beb6ebf6ba1ab19fbf2"", ""page_count"": 1}]",
керамогранит,60,65,Исполнительная схема монтажа керамогранита НВФ в/о 13/И-В,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 13_И-В.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1n2qzcHvwZ4BcCqxvAr8HQK_YrPcnjKi1/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,85,85,060__ИС керамогранита на фасаде в_о 13_И-В.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1n2qzcHvwZ4BcCqxvAr8HQK_YrPcnjKi1_ИС керамогранита на фасаде в_о 13_И-В.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 13_И-В.pdf"", ""pages"": [], ""drive_id"": ""1n2qzcHvwZ4BcCqxvAr8HQK_YrPcnjKi1"", ""sha256"": ""21d2834dd30efb7a8a8d35898a013f234e599f0c8f2ec857e9489d58dfe8a7a1"", ""page_count"": 1}]",
керамогранит,61,66,Исполнительная схема монтажа керамогранита НВФ в/о 13/И-В. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 13_И-В  Узлы.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1ti2ge1DcRL3N7uYJyFi4IvkN5OyuyDnO/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,86,86,061__ИС керамогранита на фасаде в_о 13_И-В Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ti2ge1DcRL3N7uYJyFi4IvkN5OyuyDnO_ИС керамогранита на фасаде в_о 13_И-В Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 13_И-В  Узлы.pdf"", ""pages"": [], ""drive_id"": ""1ti2ge1DcRL3N7uYJyFi4IvkN5OyuyDnO"", ""sha256"": ""45f5d3cce60bebb28f8a6c49b1adb191e992e564aff00c3442ab5629ecf2faed"", ""page_count"": 1}]",
керамогранит,62,67,Исполнительная схема цветового решения НВФ в/о 13/И-В,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения НВФ в_о 13_И-В.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1ed3PV6d4km6e_8OGy1rTRCSPnZtJXGwc/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,87,87,062__ИС цветового решения НВФ в_о 13_И-В.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ed3PV6d4km6e_8OGy1rTRCSPnZtJXGwc_ИС цветового решения НВФ в_о 13_И-В.pdf"", ""label"": ""ИС цветового решения НВФ в_о 13_И-В.pdf"", ""pages"": [], ""drive_id"": ""1ed3PV6d4km6e_8OGy1rTRCSPnZtJXGwc"", ""sha256"": ""3a32cd4d5d044c044d32e3fd1b8d78aff4687934d850e502e1e228d297626e2f"", ""page_count"": 1}]",
керамогранит,63,68,Исполнительная схема монтажа керамогранита НВФ в/о 17/А-Т,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 17_А-Т.pdf,Анохин / Фасад в осях 17_А-Т,https://drive.google.com/file/d/1YJO-1-JlXsMU4FlSyeB2GnpBB2lFpt6T/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,88,88,063__ИС керамогранита на фасаде в_о 17_А-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1YJO-1-JlXsMU4FlSyeB2GnpBB2lFpt6T_ИС керамогранита на фасаде в_о 17_А-Т.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 17_А-Т.pdf"", ""pages"": [], ""drive_id"": ""1YJO-1-JlXsMU4FlSyeB2GnpBB2lFpt6T"", ""sha256"": ""47de18359c9c104b51334b8ab92e52eb19c220a1feb324e00e1a169396d27f6b"", ""page_count"": 1}]",
